REGISTRY_CODE,IDENTIFIER_IN_REG,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,Comment,PRTR_ID,tot,bio,est_bio,Verified,ALLOCATED_2015,ALLOCATED_RESERVE_2015,ALLOCATED_TRANSITIONAL_2015,,ACCOUNT_CLOSURE
SI,PIVOVARNA LAŠKO,Pivovarna Laško d.d.,65,SI-35433-94-2004,20,,,,,,4930,4445,0,0,,OPEN
FR,Storengy - Stockage de gaz naturel d'Etrez,Storengy - Stockage de gaz naturel d'Etrez,349,6102089,20,,,,,,4927,9301,0,0,,OPEN
NL,Ten Cate Protect B.V.,Ten Cate Protect B.V.,74,NL-200400211,20,,,,,,4926,6997,0,0,,OPEN
RO,GLOBAL ENERGY PRODUCTION SA,GLOBAL ENERGY PRODUCTION SA,231,RO-23-2012,20,,,,,,4920,31948,0,0,,OPEN
DE,1236 - Anlagenkonto,Gemeinschaftskraftwerk Kiel Heizwerk Ost,1218,14310-0662,20,,,,,,4920,2007,0,0,,OPEN
DE,551 - Anlagenkonto,Pappenwerk Weisenbach,533,14280-0043,36,,,,,,4918,4499,0,0,,OPEN
BE,185 Terca Quirijnen,Terca Quirijnen,185,VL704,8,,,,,,4910,8982,0,0,,OPEN
FR,001DSD00288K DALKIA NORD CHAUF ZUP DE BETHUNE,DALKIA NORD - CHAUFFERIE DE LA ZUP DE BETHUNE,964,7000998,20,,,,,,4909,3730,0,0,,OPEN
DK,Fjern.v Avedøre,Fjernvarmecentralen Avedøre Holme,243,TCO2-1827,20,,,,,,4902,1449,0,0,,OPEN
IT,Operator Account,CENTRALE TERMICA,1,IT-A-1,1,,,,,,4899,4430,0,0,,OPEN
IT,SICIT 2000 S.p.A. - Stabilimento di Chiampo,SICIT 2000 S.p.A. - Stabilimento di Chiampo,1066,IT-A-1565,1,,,,,,4894,3889,0,0,,OPEN
ES,Smurfit Kappa Nervión S.A. - Instalación de Iurreta,Smurfit Kappa Nervión S.A.,794,ES194809000934,36,,,,,,4891,56386,0,0,,OPEN
PL,Instalacja do produkcji papieru lub tektury,Instalacja do produkcji papieru lub tektury,439,PL-0859-05,36,,,,,,4889,5260,0,0,,OPEN
BE,139 Lano,Lano,139,VL614,1,,,,,,4884,6143,0,0,,OPEN
DK,Novopan Træind,Novopan Træindustri A/S,300,TCO2-364,20,,,,,,4880,29251,0,0,,OPEN
FR,DES - Centrale de Pierrelatte,DROME ENERGIE SERVICES (DES),203536,6110901,20,,,,,,4878,0,15133,0,,OPEN
FR,SEFIR Logis Verts,SEFIR LOGIS VERTS,721,6505673,20,,,,,,4869,2330,0,0,,OPEN
BE,382 VBG,VBG nv,205737,VL862,20,,,,,,4864,3824,0,0,,OPEN
GB,Novartis Vaccines Liverpool,Seqirus Vaccines,793,UK-E-IN-11903,20,,,,,,4863,5753,0,0,,OPEN
HR,ETS Podravka AS32,Podravka d.d. - lokacija Ante Star?evi?a 32 Kopr.,203859,HR-279,20,,,,,,4859,3858,0,0,,OPEN
NL,Wienerberger B.V. Steenfabriek Schipperswaard,Wienerberger B.V. Steenfabriek Schipperswaard,274,NL-200700163,8,,,,,,4857,4858,0,0,,OPEN
GB,Diageo Scotland,Diagio Scotland Supply,618,UK-S-IN-12352,1,,,,,,4842,3194,0,0,,OPEN
DE,Neopentylglykol (NPG)-Anlage,Neopentylglykol (NPG)-Anlage,202005,14616-0156,42,,,,,,4842,15446,0,0,,OPEN
FR,FRANCE TEINTURE,FRANCE TEINTURE,243,5702106,1,,,,,,4841,6024,0,0,,OPEN
DE,521 - Anlagenkonto,TH O 53/41300255500,503,14280-0011,36,,,,,,4838,3191,0,0,,OPEN
SE,Vittinge Tegelbruk,Vittinge Tegelbruk,409,19-563-11723-04,32,,,,,,4831,3817,0,0,,OPEN
FR,001DMD02255Z DALKIA Chaufferie St Augustin,DALKIA Ex Cometherm Chaufferie de St Augustin,594,6400260,20,,,,,,4830,5055,0,0,,OPEN
BE,183 Ahlstrom Malmedy,Ahlstrom Malmedy,183,WAI001P103,9,,,,,,4820,8222,0,0,,OPEN
FR,CPTE DISLAUB,DISLAUB,239,5701946,20,,,,,,4819,24916,0,0,,OPEN
SE,Volvo Personvagnar AB Karosskomponenter,Volvo Personvagnar AB Karosskomponenter,502,10-563-006146-2004,1,,,,,,4818,6314,0,0,,OPEN
FR,L.N.U.F. BAYEUX,L.N.U.F. BAYEUX,204080,5300552,20,,,,,,4813,2637,0,0,,OPEN
CZ,TERMO D??ín - Teplárna Bynov,TERMO D??ín - Teplárna Bynov,100,CZ-0170-05,1,,,,,,4809,2100,0,1160,,OPEN
IT,CANDEGGIO LA BRIANTEA SRL,CANDEGGIO LA BRIANTEA SPA,1045,IT-A-1523,1,,,,,,4807,3453,0,0,,OPEN
PT,Aleluia Cerâmicas SA - Unidade Fabril de Esgueira,Aleluia Cerâmicas SA - Unidade Fabril de Esgueira,205074,TEGEE217,32,,,,,,4806,6483,0,0,,OPEN
NL,Asfalt-Centrale BAM B.V.,Asfalt-Centrale BAM B.V.,205641,NL-200800061,20,,,,,,4803,2810,0,0,,OPEN
ES,Conservas El Cidacos S.A.,Conservas El Cidacos S.A.,1002,ES111001001161,20,,,,,,4795,3495,0,0,,OPEN
DK,Frederikssund K,Frederikssund Kraftvarmeværk,61,TCO2-124,20,,,,,,4790,2789,0,0,,OPEN
NL,Euro Tank Terminal BV,Euro Tank Terminal BV,205955,NL-201000014,20,,,,,,4775,-1,-1,-1,,OPEN
SI,KOTOCO2,KOTO d.o.o.,53,SI-35433-9-2004,20,,,,,,4769,6729,0,0,,OPEN
IT,DOMUS LINEA,DOMUS LINEA SRL,201974,IT-A-2101,32,,,,,,4767,9654,0,0,,OPEN
CZ,Refrasil s.r.o.,Refrasil s.r.o.,299,CZ-0219-05,8,,,,,,4766,5555,0,0,,OPEN
IT,Operator Account,PRODUZIONE DI CARTA E CARTONE S.A.C.C.A.,764,IT-A-1160,9,,,,,,4762,4594,0,0,,OPEN
HR,HEINEKEN HRVATSKA,Kotlovnica ''Karlova?ka pivovara'',206102,HR-300,20,,,,,,4759,3953,0,0,,OPEN
FR,Chaufferie Industrielle BASF COATINGS,IDEX ENERGIES - BASF COATINGS SAS,24,5100978,20,,,,,,4753,4035,0,0,,OPEN
NL,Asfalt Productie De Eem (APE) B.V.,Asfalt Productie De Eem (APE) B.V.,203198,NL-201100052,20,,,,,,4752,2408,0,0,,OPEN
FR,001DSD15800E98 DALKIA CHAUFFERIE BEAUX ARTS,DALKIA - CHAUFFERIE DES BEAUX ARTS,986,7001215,1,,,,,,4750,5067,0,0,,OPEN
HU,Operator Account:HU19,Berényi téglagyár,17,HU-UHG5211-8A-04,8,,,,,,4747,3701,0,0,,OPEN
CZ,Sellier & Bellot - Centrální kotelna,Sellier & Bellot - Centrální kotelna,29,CZ-0068-05,20,,,,,,4741,7256,0,0,,OPEN
IT,Operator Account,Stabilimento di Lavello,848,IT-A-1261,1,,,,,,4741,3890,0,0,,OPEN
ES,Guarro Casas S.A.,Guarro Casas S.A.,451,ES080809000537,36,,,,,,4740,4184,0,0,,OPEN
FR,SCDC CROIX ROUGE,SCDC CROIX ROUGE,435,6104372,20,,,,,,4737,7171,0,0,,OPEN
DK,DONG Energy Generation A/S HEV:DK318,DONG Energy Generation A/S Herningværket,73,TCO2-288,20,,,,,,4736,94498,0,0,,OPEN
HR,Gavrilovic,Gavrilovi? d.o.o.,206077,HR-249,20,,,,,,4732,5889,0,0,,OPEN
DE,1403 - Anlagenkonto,Heizwerk Universität Dortmund,1385,14310-0840,20,,,,,,4724,3645,0,0,,OPEN
FI,TKS/RHL/CO2:FI446,Raholan lämpökeskus,306,FI-51031104,1,,,,,,4722,2093,0,0,,OPEN
DE,Anlagenkonto - Prozesswärmeanlage,Prozesswärmeanlage,4125,14310-1470,20,,,,,,4722,8982,1476,0,,OPEN
FR,ENGIE ENERGIE SERVICES RILLIEUX LES SEMAILLES,ENGIE ES Rillieux Chaufferie des Semailles,428,6104046,20,,,,,,4718,4172,0,0,,OPEN
ES,Destilaciones Bordas Chinchurreta,Destilaciones Bordas Chinchurreta,848,ES014101001000,20,,,,,,4717,4632,0,0,,OPEN
BE,074 Electrabel - Centrale Rodenhuize,Electrabel - Centrale Rodenhuize,74,VLE04,1,,,,,,4712,-1,-1,-1,,OPEN
FR,Chaufferie du gros saule (AES),Chaufferie du Gros Saule (GDF),749,6506350,20,,,,,,4709,3303,0,0,,OPEN
ES,Carnes y Vegetales S.L.,Carnes y Conservas Españolas S.A.,993,ES110601001152,20,,,,,,4700,3529,0,0,,OPEN
SE,Domsjö fabriker,Domsjö fabriker,438,22-563-013247-2004,35,,,,,,4699,214452,0,0,,OPEN
PT,BRESFOR INDÚSTRIA DO FORMOL S.A.,BRESFOR INDÚSTRIA DO FORMOL S.A.,205629,PT-NEW-299,42,,,,,,4699,13687,0,0,,OPEN
IT,Operator Account,Cartiera di Avigliano,727,IT-A-1089,36,,,,,,4697,4837,0,0,,OPEN
SE,Södra Cell Värö,Södra Cell Värö,480,13-563-9967-04,9,,,,,,4696,54353,0,0,,OPEN
DE,Anolon-Fabrik,Anolon-Fabrik,201970,14616-0081,42,,,,,,4690,84501,0,0,,OPEN
ES,Terreal España de Cerámicas S.A.U. - La Pera,Terreal España de Cerámicas S.A.U. - La Pera,513,ES081708000600,32,,,,,,4683,6985,0,0,,OPEN
NL,Vopak Terminal Vlissingen B.V.,Vopak Terminal Vlissingen B.V.,205347,NL-200800058,20,,,,,,4683,1790,0,0,,OPEN
ES,Gestair S.A.,4402,202503,22122009_version1,10,,,,,,4682,243,0,0,,OPEN
ES,Exagres S.A.,Exagres S.A.,536,ES101208000626,32,,,,,,4681,10798,0,0,,OPEN
DE,20 - Anlagenkonto,Haltermann Carless Deutschland GmbH - Werk Speyer,2,14210-0002,21,,,,,,4680,17278,0,0,,OPEN
CZ,POLDI TRADE a.s.,POLDI TRADE a.s.,206785,CZ-0450-14,24,,,,,,4679,0,4494,0,,OPEN
DE,FHW 142 HH-Bergedorf-West,FHW 142 Hamburg,735,14310-0124,20,,,,,,4675,3907,0,0,,OPEN
PT,20-Cerâmica Outeiro do Seixo S.A.,Cerâmica Outeiro do Seixo S.A.,2,84,32,,,,,,4670,8958,0,0,,OPEN
GB,Duntilland,Duntilland,206109,UK-S-IN-12704,20,,,,,,4669,3128,0,0,,OPEN
DK,Forsyning Helsingør Varme,Forsyning Helsingør Varme A/s,191,TCO2-191,20,,,,,,4664,3011,0,0,,OPEN
PT,ORBEST SA,32688,206994,PM EA.549.01 III,10,,,,,,4663,-1,-1,-1,,OPEN
SE,ATRAN,21131,207066,21131,10,,,,,,4651,-1,-1,-1,,OPEN
IT,FORNACIDELSILE,FORNACIDELSILE,205310,IT-A-2286,32,,,,,,4643,3192,0,0,,OPEN
AT,Profümed GmbH,Profümed GmbH,166,IPA100,36,,,,,,4639,3331,0,0,,OPEN
ES,Refractaria S.A.,Refractaria S.A.,219,ES033308000233,32,,,,,,4635,4787,0,0,,OPEN
GB,Littlebrook PS Operator Account,Littlebrook Power Station,345,UK-E-IN-11692,20,,,,,,4634,-1,-1,-1,,OPEN
PT,166-DAI -Sociedade de Desenvolvimento Agro-Industrial S.A,Sociedade de Desenvolvimento Agro-Industrial S.A,148,223,20,,,,,,4631,9895,0,0,,OPEN
FR,SOFREC SEM,SOFREC SEM,235,5701560,9,,,,,,4631,4160,0,0,,OPEN
IT,Operator Account,CALCARTA S.r.l.,648,IT-A-976,9,,,,,,4630,3976,0,0,,OPEN
CZ,?EZ Teplárenská - Výtopna Proboštov,?EZ Teplárenská - Výtopna Proboštov,113,CZ-0191-05,20,,,,,,4627,7470,0,0,,OPEN
DE,1249 - Anlagenkonto,GTKW Thyrow,1231,14310-0675,20,,,,,,4626,-1,-1,-1,,OPEN
NO,Gasnor AS,Gasnor AS,20,NO-2007-264,1,,,,,,4625,9459,0,0,,OPEN
DE,AEG,AEG,203778,14616-0035,42,,,,,,4622,2017,0,0,,OPEN
IT,gferlini@ccci.it,Stabilimento Alseno,971,IT-A-1460,1,,,,,,4621,2947,0,0,,OPEN
NL,Hexion B.V. BKG 2,Hexion B.V. BKG 2,205971,NL-200400258A,42,,,,,,4619,9036,0,0,,OPEN
HU,Operator Account:HU112,LIGHTTECH KFt. Üveggyár,110,HU-UHG5329-7-04,7,,,,,,4613,4498,0,0,,OPEN
DE,HW Altglienicke,HW Altglienicke,1163,14310-0605,20,,,,,,4611,4637,0,0,,OPEN
DE,2072 - Anlagenkonto Heizwerk Kessel 1-4,Heizwerk Mitsubishi Kessel 1-4,1862,14310-1393,20,,,,,,4609,-1,-1,-1,,OPEN
FR,CPTE PAPETERIE ZUBER RIEDER,PAPETERIE ZUBER RIEDER,312,5900162,9,,,,,,4607,2537,0,0,,OPEN
RO,Operator Account,SC INDUSTRIA SARMEI CAMPIA TURZII SA,150,RO-09-2012,25,,,,,,4603,7839,0,0,,OPEN
FI,Pateniemen lämpökeskuksen päästökauppatili:FI707,Pateniemen lämpökeskus,607,FI-24931007,1,,,,,,4598,3599,0,0,,OPEN
IT,CASTIGLION,Castiglion Fiorentino,201680,IT-A-2003,8,,,,,,4597,11540,0,0,,OPEN
ES,Aceites del Sur - Coosur S.A.,Olcesa S.A.,1053,ES071601001214,20,,,,,,4588,18156,0,0,,OPEN
FR,726DLD87902B Rive Droite Energie H. de Garonne,Rive Droite Energie Chauff. urb. Hauts de Garonne,105,5204771,1,,,,,,4580,5811,0,0,,OPEN
CZ,TEREA Cheb - Bloková výtopna Skalka,TEREA Cheb - Bloková výtopna Skalka,175,CZ-0271-05,1,,,,,,4578,3226,0,0,,OPEN
GB,AIR-INDIA-AOHA,237,207544,UK-E-AV-00373,10,,,,,,4577,46,0,0,,OPEN
FR,ENGIE ENERGIE SERVICES NOBEL BOZEL,ENGIE ENERGIE SERVICES Chaufferie Nobel Bozel,260,5800351,20,,,,,,4576,6517,0,0,,OPEN
DE,548 - Anlagenkonto,Pappenmaschine Rosengarten,530,14280-0040,36,,,,,,4566,4127,0,0,,OPEN
DE,898 - Anlagenkonto,Heizkraftwerk Weeserweg,880,14310-0288,20,,,,,,4566,505,3870,0,,OPEN
FR,BRASSERIE HEINEKEN Marseille,HEINEKEN ENTREPRISE SAS Marseille,603,6400635,1,,,,,,4565,3201,0,0,,OPEN
FR,CPTE BALSAN SA,BALSAN,1055,10000496,20,,,,,,4565,5981,0,0,,OPEN
DK,AVA Jens Juuls Vej,AVA kedelanlæg 793 Jens Juuls Vej,171,TCO2-597,20,,,,,,4561,0,0,0,,OPEN
NL,Asfalt Produktie Maatschappij (A.P.M.) B.V.,Asfalt Produktie Maatschappij (A.P.M.) B.V.,205526,NL-201000062,20,,,,,,4554,2855,0,0,,OPEN
FI,Sairaalan lämpökeskus:FI405,Sairaalan lämpökeskus,280,FI-22531104,1,,,,,,4552,2255,0,0,,OPEN
DE,535 - Anlagenkonto,Papierherstellung Wuppertal,517,14280-0025,36,,,,,,4552,3646,0,0,,OPEN
NL,Uniper HWC Stevenshof,Uniper HWC Stevenshof,225,NL-200400148,20,,,,,,4550,1666,0,0,,OPEN
GB,Aldbrough Storage Installation,Aldbrough Gas Storage,1105,UK-E-IN-11952,20,,,,,,4548,1859,0,0,,OPEN
DE,1626 - Anlagenkonto,Heizkraftwerk Fechenheim,1608,14310-1095,20,,,,,,4548,6367,0,0,,OPEN
HU,Operator Account:HU136,Lorinci Gázturbinás Eromu,134,HU-UHG5235-1-04,1,,,,,,4544,0,0,0,,OPEN
DK,Helligsø Tegl,Helligsø Teglværk A/S,322,TCO2-1739,32,,,,,,4544,5057,0,0,,OPEN
DE,884 - Anlagenkonto,Heizwerk Nord Frankfurt (Oder),866,14310-0273,20,,,,,,4542,2983,0,0,,OPEN
IT,Cartiera Capostrada,Cartiera Capostrada,1171,IT-A-1641,9,,,,,,4540,2805,0,0,,OPEN
PL,PIEC WAPIENNY,PIEC WAPIENNY CUKROWNI CEREKIEW,520,PL-0695-05,6,,,,,,4535,2669,0,0,,OPEN
DK,Videbæk KVV,Videbæk Energiforsyning,106,TCO2-566,20,,,,,,4529,3030,0,0,,OPEN
DE,1560 - Anlagenkonto,Heizwerk Broich,1542,14310-1019,20,,,,,,4529,8760,0,0,,OPEN
FR,CORNING SAS,CORNING SAS,657,6500055,31,,,,,,4525,4260,0,0,,OPEN
DE,Heizwerk West,Heizwerk West,2296,14310-1438,20,,,,,,4525,1031,0,0,,OPEN
DE,MEGAL Mittelbrunn,Mittel-Europ.-Gasleitungs-GmbH Werk Mittelbrunn,1821,14330-0022,20,,,,,,4523,4447,0,0,,OPEN
IT,Operator Account,Centrale termica,501,IT-A-742,1,,,,,,4519,4140,0,0,,OPEN
CZ,Kotelna závodu HAMÉ,Kotelna závodu HAMÉ,173,CZ-0269-05,1,,,,,,4512,3784,0,0,,OPEN
SK,Pezinské tehelne - Paneláre? a.s.,Výr. keram. výrobkov vypa?ovaním - Pezin. tehel?a,176,107-001-2012,32,,,,,,4512,6932,0,0,,OPEN
DE,1400 - Anlagenkonto,Heizkraftwerk Linden,1382,14310-0837,20,,,,,,4510,1740,0,0,,OPEN
IT,Operator Account,NUOVA CARTIERA DELLA TOSCANA S.p.A.,389,IT-A-593,9,,,,,,4505,4203,0,0,,OPEN
FR,SOBEGI MOURENX,SOBEGI,205864,5202173,20,,,,,,4498,12526,0,0,,OPEN
FR,CPTE LA ROCHERE,LA ROCHERE,324,5901226,7,,,,,,4496,8940,0,0,,OPEN
BE,388 UZ Leuven,UZ Leuven campus Sint-Rafaël,205738,VL925,20,,,,,,4494,2881,0,0,,OPEN
CZ,PLEAS Havlí?k?v Brod,PLEAS a.s. Havlí?k?v Brod,306,CZ-0159-05,1,,,,,,4493,5469,0,0,,OPEN
DE,N3EOS-TEHG,Prüstand für Flugzeugtriebwerke,204361,14310-1810,20,,,,,,4488,1886,0,0,,OPEN
IT,PANARIAGROUP N 4,STABILIMENTO PANARIAGROUP N 4,202445,IT-A-2290,32,,,,,,4487,5876,0,0,,OPEN
SK,Pozagas,Prevádzka na vtlá?anie ?ažbu a úpravu zem. plynu,95,106-002-2012,20,,,,,,4486,4272,0,0,,OPEN
BE,100 Desta,Desta,100,VL712,8,,,,,,4485,5701,0,0,,OPEN
GB,Harlow Site,Harlow Site,141,UK-E-IN-11459,1,,,,,,4474,3909,0,0,,OPEN
IT,Operator Account,CENTRALE TERMICA,219,IT-A-266,1,,,,,,4469,4051,0,0,,OPEN
FR,SIAAP- Usine Seine Amont Valenton,SIAAP- Usine Seine Amont Valenton,204313,7402258,20,,,,,,4468,11644,0,0,,OPEN
FR,Chaufferie Porte de Bâle,Chaufferie Porte de Bâle,824,6700506,20,,,,,,4466,3229,0,0,,OPEN
DE,1646 - Anlagenkonto,HKW US-Depot Gießen,1628,14310-1122,20,,,,,,4464,5026,0,0,,OPEN
FR,CONSERVES FRANCE Saint Sylvestre,Conserves France Saint Sylvestre,97,5202283,20,,,,,,4461,3414,0,0,,OPEN
NL,Asfaltcentrale Limburg (ACL),Asfaltcentrale Limburg (ACL),205647,NL-200800067,20,,,,,,4460,2288,0,0,,OPEN
ES,Refratechnik Ibérica S.A.,Refratechnik Ibérica S.A.,507,ES080808000594,32,,,,,,4454,12460,0,0,,OPEN
ES,Minera de Santa Marta - Villarubia de Santiago,MINERA SANTA MARTA S.A.,916,ES074501001073,20,,,,,,4454,37129,0,0,,OPEN
DE,286 - Anlagenkonto,Anlage zur Herst. von Glas und Glasfasern Neuhaus,268,14250-0085,31,,,,,,4449,3396,0,0,,OPEN
DE,321 - Anlagenkonto,Anlage zum Brennen von Ziegeln Schwabmünchen,303,14260-0030,32,,,,,,4449,3878,0,0,,OPEN
IT,GRAL Industriale srl,GRAL Industriale srl,207570,IT-A-2413,32,,,,,,4446,-1,-1,-1,,OPEN
FI,LLV:FI329,Luolavuoren lämpökeskus,230,FI-65631104,1,,,,,,4444,7099,0,0,,OPEN
DE,Anlagenkonto Triebwerksprüfstand HAM,Triebwerksprüfstand LHT HAM,202589,14310-1812,20,,,,,,4443,2592,0,0,,01-aug-13
DE,1402 - Anlagenkonto,Kraftwerk Herrenhausen,1384,14310-0839,20,,,,,,4441,0,0,0,,OPEN
IT,Operator Account,Centrale termica,585,IT-A-853,1,,,,,,4440,4307,0,0,,OPEN
NO,Mo Fjernvarme AS,Mo Fjernvarme AS,44,NO-2006-53,1,,,,,,4439,3572,0,0,,OPEN
GB,Operator Account,Oil Storage Installation (OSI),15,GB-DTI1500,20,,,,,,4438,1459,0,0,,OPEN
DE,Almatis-Anlagenkonto,Sinteranlage,1994,14260-0244,32,,,,,,4431,8688,0,0,,OPEN
ES,San Jacinto de Bailén S.L.,San Jacinto de Bailén S.L.,152,ES012308000163,32,,,,,,4425,7917,0,0,,OPEN
GB,Operator Account,Roxel (UK Rocket Motors) Ltd,228,UK-E-IN-11561,1,,,,,,4418,5399,0,0,,OPEN
FR,SOCIETE LAITIERE DE CLERMONT,SOCIETE LAITIERE DE CLERMONT,204087,5101048,20,,,,,,4417,2888,0,0,,OPEN
NL,Steenindustrie Strating B.V.,Steenindustrie Strating B.V.,389,NL-200700116,32,,,,,,4414,3970,0,0,,30-jun-14
NL,Asfalt Centrale Utrecht,Asfalt Centrale Utrecht,203993,NL-201000110,20,,,,,,4410,2958,0,0,,OPEN
ES,Universal Cerámica S.L.,Universal Cerámica S.L.,202106,ES10121310-274,32,,,,,,4409,5676,0,0,,OPEN
NL,Chemelot BKG 13,Chemelot BKG 13,204637,NL-200400161L,20,,,,,,4407,139971,0,0,,OPEN
HU,Operator Account:HU148,Miskolci Hoszolgáltató Kft. Diósgyori Futomu,146,HU-UHG5379-1-04,20,,,,,,4404,2339,0,0,,OPEN
IT,M.C.LIRIs.r.l.,COOP. LIRI 85 ARL,712,IT-A-1054,1,,,,,,4404,2688,0,0,,OPEN
IT,Conto di CGA,CENTRALE TERMICA DI PRODUZIONE DI VAPORE,1196,IT-A-1659,1,,,,,,4404,0,4390,0,,12-dec-14
GB,Norbord Europe Ltd. South Molton,South Molton,205513,UK-E-IN-12679,20,,,,,,4402,22549,0,0,,OPEN
ES,Gres de Andorra S.L.,Gres de Andorra S.L.,156,ES024408000167,32,,,,,,4398,6818,0,0,,OPEN
DE,424 - Anlagenkonto,Ziegelwerk Nordhausen Dipl.Ing.Sourell GmbH,406,14260-0146,32,,,,,,4398,4545,0,0,,OPEN
ES,Torraspapel S.A. - Instalación de Sant Joan les Fonts,Torraspapel S.A.Instalación de Sant Joan les Fonts,470,ES081709000556,36,,,,,,4390,45857,0,0,,OPEN
ES,Nueva Generadora del Sur S.A.,Central Térmica Ciclo Combinado Campo de Gibraltar,55,ES011101000062,20,,,,,,4384,-1,-1,-1,,OPEN
IT,Fiat Group Automobiles S.p.A. - VOLVERA,Centrale Termica Volvera 1,36,IT-A-41,1,,,,,,4378,3334,0,0,,OPEN
FI,Sahanmäki:FI124,Sahanmäen lämpökeskus,79,FI-66131104,1,,,,,,4374,10731,0,0,,OPEN
GB,Operator Account,Cheshire Brickmakers Ltd,254,UK-E-IN-11591,8,,,,,,4372,1876,0,0,,OPEN
PL,CIEP?OWNIA C-2,CIEP?OWNIA C-2,224,PL-0347-05,20,,,,,,4371,1229,0,0,,OPEN
LV,Operator Account:LV18,Installation 13,13,LV-MAT-SEG-1-3202-003,1,,,,,,4369,6579,0,0,,01-jul-14
HU,Operator Account:HU141,Mályi Téglagyár,139,HU-UHG5306-8A-04,8,,,,,,4362,6191,0,0,,OPEN
IT,Laminam S.p.A.,Laminam,207403,IT-A-2405,32,,,,,,4361,-1,-1,-1,,OPEN
LT,Operator Account:LT50,Naujosios Vilnios rajonine katiline Nr.2 (RK-2),46,1-EN11,1,,,,,,4358,11902,0,0,,OPEN
ES,Nomazul SA,Nomazul SA,202630,ES10121311-34061,32,,,,,,4356,3488,0,0,,OPEN
IT,CARTIERA DELLA BASILICA S.R.L.,CARTIERA DELLA BASILICA stabilimento Lanciole,207550,IT-A-2384,36,,,,,,4356,-1,-1,-1,,OPEN
DE,1484 - Anlagenkonto,Heizkraftwerk Fronmüllerstraße,1466,14310-0928,20,,,,,,4347,6674,0,0,,OPEN
PT,Paulo de Oliveira S.A.,Paulo de Oliveira S.A.,205024,PT-296,20,,,,,,4347,4448,0,0,,OPEN
FR,ALIOUEST,ALIOUEST,206222,5516997,20,,,,,,4347,2310,0,0,,OPEN
GB,Ansty,Rolls-Royce plc - Ansty,336,UK-E-IN-11686,1,,,,,,4344,7441,0,0,,OPEN
HU,Operator Account:HU69,Falco Rt. Forgácslapgyára,67,HU-UHG5331-1-04,1,,,,,,4340,41912,0,0,,OPEN
PL,PIEC WAPIENNY,PIEC WAPIENNY CUKROWNI STRZELIN,500,PL-0704-05,6,,,,,,4339,1679,0,0,,OPEN
FR,Terreal Rieussequel - Quotas CO2,TERREAL Rieussequel,879,6802586,8,,,,,,4336,6268,0,0,,OPEN
IT,Operator Account,S.p.A. BIRRA PERONI  PADOVA,933,IT-A-1415,1,,,,,,4336,2842,0,0,,OPEN
DE,METG Scheidt,Mitteleurop. Erdgstransport GmbH Werk Scheidt,1834,14330-0035,20,,,,,,4334,4710,0,0,,14-jan-14
ES,Cerámica de Alhabia S.L.,Cerámica de Alhabia S.L.,78,ES010408000087,32,,,,,,4333,5082,0,0,,OPEN
PT,78-Prado Karton - Companhia de Cartão S.A.,Fábrica de Cartão Multiplex,60,94,36,,,,,,4331,7479,0,0,,01-aug-13
LT,Operator AccountLT87,Palangos RK,83,4-EN48,1,,,,,,4330,11751,0,0,,13-aug-13
FI,Päästökauppatili I:FI129,Imatrankosken LK,83,FI-53131104,99,,,,,,4327,1130,0,0,,OPEN
FR,EDF - TAC DE DIRINON,EDF TAC DE DIRINON,174,5500721,20,,,,,,4325,-1,-1,-1,,OPEN
ES,Antibióticos de León,Antibióticos de León,891,ES062401001044,20,,,,,,4324,0,0,0,,OPEN
DK,Horsens Varmev,Horsens Varmeværk,198,TCO2-228,20,,,,,,4314,26,0,0,,OPEN
ES,Hospital Universitario Central de Asturias,Hospital Central de Asturias,884,ES033301001037,20,,,,,,4308,6243,0,0,,OPEN
FR,COLAS EST - POSTES MOBILES TSM25 N°1,COLAS EST - POSTES MOBILES TSM25 N°1,206312,6209168,20,,,,,,4306,1517,0,0,,OPEN
IT,Operator Account,Carlsberg Stabilimento di Induno Olona,101,IT-A-122,1,,,,,,4302,2131,0,0,,OPEN
SE,Hovhultsverket,Hovhultsverket,292,14-563-067434-2004,1,,,,,,4302,17932,0,0,,10-jun-14
FR,VELCOREX SINCE 1828,VELCOREX SINCE 1828,839,6700656,20,,,,,,4298,14024,0,0,,OPEN
FR,CAH STRASBOURG,Comptoir Agricole Site de Strasbourg,206411,6701230,20,,,,,,4295,4283,0,0,,OPEN
FR,FORESA FRANCE SAS,FORESA FRANCE SAS,206099,5200249,42,,,,,,4293,7485,0,0,,OPEN
DE,438 - Anlagenkonto,KK-Anlage Klinkerwerk Kerawil,420,14260-0160,32,,,,,,4286,5286,0,0,,OPEN
PL,ZAK?AD Z-1 D?BIE?SKO,ELEKTROCIEP?OWNIA D?BIE?SKO,68,PL-0078-05,1,,,,,,4280,7457,0,0,,OPEN
RO,S.C. URSUS BREWERIES S.A.-Timisoara,S.C. URSUS BREWERIES S.A.-Timisoara,255,RO-148-2013,20,,,,,,4262,3992,0,0,,OPEN
ES,Seat S.A. - Zona Franca,Seat S.A. - Zona Franca,963,ES080801001121,20,,,,,,4261,10499,0,0,,OPEN
IT,Giancarlo Ferlini,Mesagne,980,IT-A-1463,1,,,,,,4260,2048,0,0,,OPEN
